"","X.1","X","tweet_text","negative","positive","neutral","total_sentiment","Hour","Date","Platform","re_tweets"
"3912",3912,3912," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3913",3913,3913," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," iPad",275
"3914",3914,3914,"Telcos waive mobile banking charges till 31 December  mobilebanking  demonetization  ",0,0,1,"neutral","06","23","bitcoinagile",1
"3915",3915,3915," Watch briefing on  Demonetization by DEA Secy  this morning here  ",0,0,1,"neutral","06","23","TweetCaster for iOS",105
"3916",3916,3916,"  where   Many of them still crying over  Demonetization  preparing for upcoming elections linking natural deaths",1,0,0,"negative","06","23"," Android",0
"3917",3917,3917,"  RatanTata supports PM Narendra Modi for  Demonetization ",0,0,1,"neutral","06","23"," Web Client",47
"3918",3918,3918," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," Android",275
"3919",3919,3919," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," Web Client",275
"3920",3920,3920," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," Android",275
"3921",3921,3921," India will get windfall profit of whooping 4 Lakh crores in 30 days due to  demonetization Why people like AK Pappu  amp  Mamata ",0,1,0,"positive","06","23"," Android",105
"3922",3922,3922,"  RatanTata supports PM Narendra Modi for  Demonetization ",0,0,1,"neutral","06","23"," Web Client",1
"3923",3923,3923," And the crowd is back in the Market    Demonetization ",0,0,1,"neutral","06","23"," Web Client",22
"3924",3924,3924," OMG  Is  Demonetization affecting the  Bollywood industry       Find out here     NewReleases  Delay  PahlajNihalani ht ",1,0,0,"negative","06","23"," Web Client",2
"3925",3925,3925," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3926",3926,3926,"  Bypolls   BJP calls it an endorsement of  demonetization policy  reports ",1,0,0,"negative","06","23"," Android",10
"3927",3927,3927," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3928",3928,3928," Thanks to  demonetization 75  reduction in crime rate in India  Black money seems to be the sole reason 4 all problems in In ",2,2,0,"positive","06","23"," Android",191
"3929",3929,3929,"I hope  Demonetization works  amp  is beneficial  But how will the introduction of Rs 2000 notes help  Can someone please explain  ",0,3,0,"positive","06","23"," iPhone",0
"3930",3930,3930," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Windows",637
"3931",3931,3931," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," iPhone",275
"3932",3932,3932," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23","Mobile Web (M5)",637
"3933",3933,3933,"I thought CBI published that people in delhi die only because of standing in queue for  demonetization  cant be cold ",2,1,0,"negative","06","23"," Windows",0
"3934",3934,3934,"Getting instant money can be a hassle  but getting insta relief from nasal allergy will never be an issue with Stop  ",0,2,0,"positive","06","23"," Web Client",2
"3935",3935,3935," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," iPhone",275
"3936",3936,3936,"  Impact of Demonetization on Residential Real Estate   by  AshwinderRaj   Demonetization  JLLIndia ",0,1,0,"positive","06","23"," Web Client",34
"3937",3937,3937," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3938",3938,3938," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3939",3939,3939,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Web Client",57
"3940",3940,3940,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," iPhone",57
"3941",3941,3941," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"3942",3942,3942," Bad thing is The position of Worthless Unpaid Hubbies surviving on wife s money remains same aftr  demonetization  amp  r free to ",4,2,0,"negative","06","23","Mobile Web (M5)",43
"3943",3943,3943," A must read piece on  demonetization by  in today s   Fighting corruption  Right   ",2,0,0,"negative","06","23"," iPad",8
"3944",3944,3944," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"3945",3945,3945," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3946",3946,3946,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23","Disruption Bot.",57
"3947",3947,3947," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Web Client",637
"3948",3948,3948," Thats a new gem   demonetization   license Raj  Kejriwal  amp  manta must be wondering how they missed this one   ",0,1,0,"positive","06","23"," Android",2
"3949",3949,3949," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3950",3950,3950," This is the most beautiful post I have seen in these last few turbulent days  ed  U 00A0  U 00BD  ed  U 00B9  U 008F    demonetization  CorruptionCle ",1,1,0,"positive","06","23"," iPhone",125
"3951",3951,3951," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," Android",275
"3952",3952,3952,"Hello  Monopoly money     indiancurrency  demonetization  hateATMlines  everybodywants   newnote  ",0,1,0,"positive","06","23","Instagram",0
"3953",3953,3953," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3954",3954,3954," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Windows",637
"3955",3955,3955,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Android",57
"3956",3956,3956," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3957",3957,3957," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23","Mobile Web (M5)",637
"3958",3958,3958," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," Android",637
"3959",3959,3959," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," iPhone",275
"3960",3960,3960," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","06","23"," iPhone",275
"3961",3961,3961," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","06","23"," iPhone",637
"3962",3962,3962,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","06","23"," Android",57
